,taxon_name_w_authors,v10_11_12_13_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species
243711,Melampyrum nemorosum f. albida Svanlund,Melampyrum nemorosum L.,Melampyrum nemorosum L.,Melampyrum nemorosum L.,Melampyrum nemorosum,Melampyrum nemorosum subsp. nemorosum,Melampyrum nemorosum
243751,Melampyrum intermedium E.P.Perrier & Songeon,Melampyrum velebiticum Borbás,Melampyrum velebiticum Borbás,Melampyrum velebiticum Borbás,Melampyrum velebiticum,Melampyrum sylvaticum L.,Melampyrum sylvaticum
244198,Calandrinia nivalis Phil.,Montiopsis potentilloides (Barnéoud) D.I.Ford,Montiopsis potentilloides (Barnéoud) D.I.Ford,Montiopsis potentilloides (Barnéoud) D.I.Ford,Montiopsis potentilloides,Montiopsis gilliesii (Hook. & Arn.) D.I.Ford,Montiopsis gilliesii
244199,Calandrinia setosa Phil.,Montiopsis potentilloides (Barnéoud) D.I.Ford,Montiopsis potentilloides (Barnéoud) D.I.Ford,Montiopsis potentilloides (Barnéoud) D.I.Ford,Montiopsis potentilloides,Montiopsis gilliesii (Hook. & Arn.) D.I.Ford,Montiopsis gilliesii
244334,Monnina duidae S.F.Blake,Monnina cacumina N.E.Br.,Monnina cacumina N.E.Br.,Monnina cacumina N.E.Br.,Monnina cacumina,Monnina duidae S.F.Blake,Monnina duidae
244336,Monnina cacumina var. duidae (S.F.Blake) Steyerm.,Monnina cacumina N.E.Br.,Monnina cacumina N.E.Br.,Monnina cacumina N.E.Br.,Monnina cacumina,Monnina duidae S.F.Blake,Monnina duidae
244434,Polygala stipulacea Burm.f.,Muraltia heisteria (L.) DC.,Muraltia heisteria (L.) DC.,Muraltia heisteria (L.) DC.,Muraltia heisteria,Muraltia stipulacea (Burm.f.) Burch. ex DC.,Muraltia stipulacea
245104,Thalictrum filamentosum var. glabrescens (Honda) Tamura,Thalictrum kiusianum Nakai,Thalictrum kiusianum Nakai,Thalictrum kiusianum Nakai,Thalictrum kiusianum,Thalictrum tuberiferum var. tuberiferum,Thalictrum tuberiferum
245105,Thalictrum filamentosum f. pubescens (Honda) Tamura,Thalictrum kiusianum Nakai,Thalictrum kiusianum Nakai,Thalictrum kiusianum Nakai,Thalictrum kiusianum,Thalictrum tuberiferum var. tuberiferum,Thalictrum tuberiferum
245151,Thalictrum chionophyllum Nakai ex F.Maek.,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus,Thalictrum minus var. chionophyllum (Nakai ex F.Maek.) Emura,Thalictrum minus
245154,Thalictrum yamamotoi Honda,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus,Thalictrum minus var. yamamotoi (Honda) Sugim. ex Kadota,Thalictrum minus
245162,Thalictrum sekimotoanum Honda,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus,Thalictrum minus var. sekimotoanum (Honda) Kitam.,Thalictrum minus
245164,Thalictrum minus var. chionophyllum (Nakai ex F.Maek.) Emura,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus,Thalictrum minus var. chionophyllum (Nakai ex F.Maek.) Emura,Thalictrum minus
245165,Thalictrum minus var. yamamotoi (Honda) Sugim. ex Kadota,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus subsp. thunbergii (DC.) Vorosch.,Thalictrum minus,Thalictrum minus var. yamamotoi (Honda) Sugim. ex Kadota,Thalictrum minus
245196,Thalictrum argyi H.Lév. & Vaniot,Thalictrum javanicum Blume,Thalictrum javanicum Blume,Thalictrum javanicum Blume,Thalictrum javanicum,Thalictrum fortunei S.Moore,Thalictrum fortunei
245626,Talisia rosea Vahl,Talisia mollis Cambess.,Talisia mollis Cambess.,Talisia mollis Cambess.,Talisia mollis,Talisia guianensis Aubl.,Talisia guianensis
245627,Talisia glabra DC.,Talisia mollis Cambess.,Talisia mollis Cambess.,Talisia mollis Cambess.,Talisia mollis,Talisia guianensis Aubl.,Talisia guianensis
245800,Rutosma purpurea Wooton & Standl.,Thamnosma texana (A.Gray) Torr.,Thamnosma texana (A.Gray) Torr.,Thamnosma texana (A.Gray) Torr.,Thamnosma texana,Thamnosma texana var. purpurea (Wooton & Standl.) L.P.Woodruff,Thamnosma texana
245801,Thamnosma aldrichii Tharp,Thamnosma texana (A.Gray) Torr.,Thamnosma texana (A.Gray) Torr.,Thamnosma texana (A.Gray) Torr.,Thamnosma texana,Thamnosma texana var. purpurea (Wooton & Standl.) L.P.Woodruff,Thamnosma texana
245921,Trichilia djalonis A.Chev.,Trichilia monadelpha (Thonn.) J.J.de Wilde,Trichilia monadelpha (Thonn.) J.J.de Wilde,Trichilia monadelpha (Thonn.) J.J.de Wilde,Trichilia monadelpha,Trichilia djalonis A.Chev.,Trichilia djalonis
246193,Tetrapterys discolor var. andina Nied.,Tetrapterys discolor (G.Mey.) DC.,Tetrapterys discolor (G.Mey.) DC.,Tetrapterys discolor (G.Mey.) DC.,Tetrapterys discolor,Tetrapterys andina (Nied.) R.F.Almeida & M.Pell.,Tetrapterys andina
247276,Orthocarpus erianthus var. gratiosus Jeps. & Tracy,Triphysaria eriantha subsp. rosea (A.Gray) T.I.Chuang & Heckard,Triphysaria eriantha subsp. rosea (A.Gray) T.I.Chuang & Heckard,Triphysaria eriantha subsp. rosea (A.Gray) T.I.Chuang & Heckard,Triphysaria eriantha,Triphysaria eriantha subsp. gratiosa (Jeps. & Tracy) J.M.Egger & Excoffier,Triphysaria eriantha
247333,Tamarix brachystylis J.Gay,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247334,Tamarix lagunae Caball.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247335,Tamarix gallica var. brevibracteata Maire,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247336,Tamarix brachystylis var. sanguinea J.Gay,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247337,Tamarix muluyana Sennen,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247338,Tamarix brachystylis var. stenonema Maire & Trab.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247339,Tamarix geyrii Diels,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247340,Tamarix gallica var. longibracteata Maire,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247341,Tamarix leucocharis Maire,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247342,Tamarix balansae var. micrantha Maire & Trab.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247343,Tamarix valdesquamigera Sennen,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247344,Tamarix weyleri Pau,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247345,Tamarix gallica var. lagunae (Caball.) Maire,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247346,Tamarix gallica var. submutica Maire & Trab.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247347,Tamarix gallica var. wallii Maire,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247348,Tamarix gallica subsp. epidiscina Maire,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247349,Tamarix gallica subsp. leucocharis (Maire) Maire,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis Willd.,Tamarix canariensis,Tamarix gallica L.,Tamarix gallica
247386,Cacao sylvestris Aubl.,Theobroma guianense (Aubl.) J.F.Gmel.,Theobroma guianense (Aubl.) J.F.Gmel.,Theobroma guianense (Aubl.) J.F.Gmel.,Theobroma guianense,Theobroma sylvestre (Aubl.) Mart.,Theobroma sylvestre
247553,Ternstroemia carnosa var. acutifolia Wawra,Ternstroemia brasiliensis Cambess.,Ternstroemia brasiliensis Cambess.,Ternstroemia brasiliensis Cambess.,Ternstroemia brasiliensis,Ternstroemia atlantica J.R.Grande,Ternstroemia atlantica
247554,Ternstroemia brasiliensis var. minor Cambess.,Ternstroemia brasiliensis Cambess.,Ternstroemia brasiliensis Cambess.,Ternstroemia brasiliensis Cambess.,Ternstroemia brasiliensis,Ternstroemia atlantica J.R.Grande,Ternstroemia atlantica
247588,Ternstroemia borbensis Kobuski,Ternstroemia dentata (Aubl.) Sw.,Ternstroemia dentata (Aubl.) Sw.,Ternstroemia dentata (Aubl.) Sw.,Ternstroemia dentata,Ternstroemia borbensis Kobuski,Ternstroemia borbensis
248170,Ranunculus paludosus var. cinerascens (Freyn) Emb. & Maire,Ranunculus flabellatus Desf.,Ranunculus flabellatus Desf.,Ranunculus flabellatus Desf.,Ranunculus flabellatus,Ranunculus paludosus Poir.,Ranunculus paludosus
248243,Ranunculus foeniculaceus proles circinatoides (Arv.-Touv.) Rouy & Foucaud,Ranunculus circinatus Sibth.,Ranunculus circinatus Sibth.,Ranunculus circinatus Sibth.,Ranunculus circinatus,Ranunculus aquatilis L.,Ranunculus aquatilis
248383,Ranunculus subcorymbosus var. manshuricus (H.Hara) Kitag.,Ranunculus grandis Honda,Ranunculus grandis Honda,Ranunculus grandis Honda,Ranunculus grandis,Ranunculus grandis var. grandis,Ranunculus grandis
248384,Ranunculus subcorymbosus var. ovczinnikovii Tamura,Ranunculus grandis Honda,Ranunculus grandis Honda,Ranunculus grandis Honda,Ranunculus grandis,Ranunculus grandis var. grandis,Ranunculus grandis
248385,Ranunculus grandis var. manshuricus H.Hara,Ranunculus grandis Honda,Ranunculus grandis Honda,Ranunculus grandis Honda,Ranunculus grandis,Ranunculus grandis var. grandis,Ranunculus grandis
248408,Ranunculus henriquesii Freyn,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius,Ranunculus henriquesii Freyn,Ranunculus henriquesii
248412,Ranunculus malessanus Degen & Hervier,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius,Ranunculus malessanus Degen & Hervier,Ranunculus malessanus
248414,Ranunculus hollianus Rchb.,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius Brot.,Ranunculus gregarius,Ranunculus ollissiponensis subsp. ollissiponensis,Ranunculus ollissiponensis
248510,Ranunculus bauhini Tausch,Ranunculus aquatilis L.,Ranunculus aquatilis L.,Ranunculus aquatilis L.,Ranunculus aquatilis,Ranunculus rionii Lagger,Ranunculus rionii
248681,Ranunculus depressus var. stewartiae G.Simpson & J.S.Thomson,Ranunculus brevis Garn.-Jones,Ranunculus brevis Garn.-Jones,Ranunculus brevis Garn.-Jones,Ranunculus brevis,Ranunculus simulans Garn.-Jones,Ranunculus simulans
248820,Ranunculus extorris Hance,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus,Ranunculus ternatus var. ternatus,Ranunculus ternatus
248829,Ranunculus formosanus Masam.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus,Ranunculus ternatus var. ternatus,Ranunculus ternatus
248831,Ranunculus zuccarinii Miq.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus,Ranunculus ternatus var. ternatus,Ranunculus ternatus
248832,Ranunculus leiocladus Hayata,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus,Ranunculus ternatus var. ternatus,Ranunculus ternatus
248833,Ranunculus extorris f. izumikawae Takara,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus,Ranunculus ternatus var. ternatus,Ranunculus ternatus
248834,Ranunculus zuccarinii var. dissectissimus Migo,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus Thunb.,Ranunculus ternatus,Ranunculus ternatus var. ternatus,Ranunculus ternatus
248839,Reseda alba var. hexapetala DC. ex Müll.Arg.,Reseda alba L.,Reseda alba L.,Reseda alba L.,Reseda alba,Reseda alba subsp. alba,Reseda alba
249151,Reseda lutea f. gracilis C.Vicioso,Reseda phyteuma L.,Reseda phyteuma L.,Reseda phyteuma L.,Reseda phyteuma,Reseda phyteuma subsp. phyteuma,Reseda phyteuma
249154,Reseda phyteuma f. aragonensis (Loscos & J.Pardo) Sennen,Reseda phyteuma L.,Reseda phyteuma L.,Reseda phyteuma L.,Reseda phyteuma,Reseda phyteuma subsp. phyteuma,Reseda phyteuma
249155,Reseda phyteuma subsp. barcinonensis Sennen,Reseda phyteuma L.,Reseda phyteuma L.,Reseda phyteuma L.,Reseda phyteuma,Reseda phyteuma subsp. phyteuma,Reseda phyteuma
249156,Reseda phyteuma f. glabra Pau,Reseda phyteuma L.,Reseda phyteuma L.,Reseda phyteuma L.,Reseda phyteuma,Reseda phyteuma subsp. phyteuma,Reseda phyteuma
249157,Reseda phyteuma var. rupestris Lange,Reseda phyteuma L.,Reseda phyteuma L.,Reseda phyteuma L.,Reseda phyteuma,Reseda phyteuma subsp. phyteuma,Reseda phyteuma
249312,Ranunculus alpicola Timb.-Lagr.,Ranunculus montanus Willd.,Ranunculus montanus Willd.,Ranunculus montanus Willd.,Ranunculus montanus,Ranunculus gouanii Willd.,Ranunculus gouanii
249596,Ranunculus hirtus Banks & Sol. ex DC.,Ranunculus plebeius R.Br. ex DC.,Ranunculus plebeius R.Br. ex DC.,Ranunculus plebeius R.Br. ex DC.,Ranunculus plebeius,Ranunculus reflexus Garn.-Jones,Ranunculus reflexus
250097,Conohoria rinorea A.St.-Hil.,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata,Rinorea guianensis Aubl.,Rinorea guianensis
250098,Alsodeia rinorea Spreng.,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata (Mart.) Kuntze,Rinorea paniculata,Rinorea guianensis Aubl.,Rinorea guianensis
250465,Spirolobium A.D.Orb.,Prosopis L.,Prosopis L.,Prosopis L.,,Strombocarpa (Benth.) Engelm. & A.Gray,
250520,Plectomirtha baylisiana W.R.B.Oliv.,Pennantia endlicheri Reissek,Pennantia endlicheri Reissek,Pennantia endlicheri Reissek,Pennantia endlicheri,Pennantia baylisiana (W.R.B.Oliv.) G.T.S.Baylis,Pennantia baylisiana
250760,Parkia panurensis Benth. ex H.C.Hopkins,Parkia pectinata (Humb. & Bonpl. ex Willd.) Benth.,Parkia pectinata (Humb. & Bonpl. ex Willd.) Benth.,Dimorphandra cuprea Sprague & Sandwith,Dimorphandra cuprea,Parkia panurensis Benth. ex H.C.Hopkins,Parkia panurensis
250776,Parkia calcarata Gagnep.,Parkia timoriana (DC.) Merr.,Parkia timoriana (DC.) Merr.,Parkia timoriana (DC.) Merr.,Parkia timoriana,Parkia speciosa Hassk.,Parkia speciosa
251856,Commilobium pubescens Benth.,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus,Pterodon pubescens (Benth.) Benth.,Pterodon pubescens
251859,Sweetia inornata Mohlenbr.,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus Vogel,Pterodon emarginatus,Pterodon pubescens (Benth.) Benth.,Pterodon pubescens
251888,Psorodendron Rydb.,Psorothamnus Rydb.,Psorothamnus Rydb.,Psorothamnus Rydb.,,Psorodendron Rydb.,
251909,Sopropis Britton & Rose,Prosopis L.,Prosopis L.,Prosopis L.,,Strombocarpa (Benth.) Engelm. & A.Gray,
251919,Neltuma Raf.,Prosopis L.,Prosopis L.,Prosopis L.,,Neltuma Raf.,
252100,Mitostax Raf.,Prosopis L.,Prosopis L.,Prosopis L.,,Neltuma Raf.,
252127,Anonychium Schweinf.,Prosopis L.,Prosopis L.,Prosopis L.,,Anonychium Schweinf.,
252265,Loranthus redingii De Wild.,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae (Engl.) Balle,Phragmanthera batangae,Phragmanthera zygiarum (Hiern) Polhill & Wiens,Phragmanthera zygiarum
252370,Dendrophthoe heyneanus Blume,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris (Lam.) G.Don,Psittacanthus cucullaris,Taxillus heyneanus (Schult. & Schult.f.) Danser,Taxillus heyneanus
252456,Pultenaea villosa var. glabrescens Benth.,Pultenaea glabra Benth.,Pultenaea glabra Benth.,Pultenaea glabra Benth.,Pultenaea glabra,Pultenaea flexilis Sm.,Pultenaea flexilis
252521,Pultenaea mucronata G.Lodd.,Pultenaea polifolia A.Cunn.,Pultenaea polifolia A.Cunn.,Pultenaea polifolia A.Cunn.,Pultenaea polifolia,Pultenaea mucronata G.Lodd.,Pultenaea mucronata
252561,Dolichos stipulaceus Lam.,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep,Pueraria montana,Vigna stipulacea (Lam.) Kuntze,Vigna stipulacea
252721,Phaseolus polystachios subsp. smilacifolius (Pollard) Freytag,"Phaseolus polystachios (L.) Britton, Sterns & Poggenb.","Phaseolus polystachios (L.) Britton, Sterns & Poggenb.","Phaseolus polystachios (L.) Britton, Sterns & Poggenb.",Phaseolus polystachios,Phaseolus smilacifolius Pollard,Phaseolus smilacifolius
252727,Phaseolus smilacifolius Pollard,"Phaseolus polystachios (L.) Britton, Sterns & Poggenb.","Phaseolus polystachios (L.) Britton, Sterns & Poggenb.","Phaseolus polystachios (L.) Britton, Sterns & Poggenb.",Phaseolus polystachios,Phaseolus smilacifolius Pollard,Phaseolus smilacifolius
252915,Pithecellobium insigne Micheli ex Donn.Sm.,Pithecellobium lanceolatum (Humb. & Bonpl. ex Willd.) Benth.,Pithecellobium lanceolatum (Humb. & Bonpl. ex Willd.) Benth.,Pithecellobium lanceolatum (Humb. & Bonpl. ex Willd.) Benth.,Pithecellobium lanceolatum,Pithecellobium insigne Micheli ex Donn.Sm.,Pithecellobium insigne
252918,Pithecellobium pachypus Pittier,Pithecellobium lanceolatum (Humb. & Bonpl. ex Willd.) Benth.,Pithecellobium lanceolatum (Humb. & Bonpl. ex Willd.) Benth.,Pithecellobium lanceolatum (Humb. & Bonpl. ex Willd.) Benth.,Pithecellobium lanceolatum,Pithecellobium insigne Micheli ex Donn.Sm.,Pithecellobium insigne
252921,Pithecellobium calostachys Standl.,Pithecellobium lanceolatum (Humb. & Bonpl. ex Willd.) Benth.,Pithecellobium lanceolatum (Humb. & Bonpl. ex Willd.) Benth.,Pithecellobium lanceolatum (Humb. & Bonpl. ex Willd.) Benth.,Pithecellobium lanceolatum,Pithecellobium insigne Micheli ex Donn.Sm.,Pithecellobium insigne
253617,Pedicularis palustris var. semirosea Behm,Pedicularis palustris L.,Pedicularis palustris L.,Pedicularis palustris L.,Pedicularis palustris,Pedicularis palustris subsp. palustris,Pedicularis palustris
254152,Paullinia grandiflora Cambess.,Paullinia pinnata L.,Paullinia pinnata L.,Paullinia pinnata L.,Paullinia pinnata,Serjania erecta Radlk.,Serjania erecta
254228,Pulsatilla turczaninovii var. hulunensis L.Q.Zhao,Pulsatilla turczaninovii Krylov & Serg.,Pulsatilla turczaninovii Krylov & Serg.,Pulsatilla turczaninovii Krylov & Serg.,Pulsatilla turczaninovii,Pulsatilla hulunensis (L.Q.Zhao) L.Q.Zhao & Y.Z.Zhao,Pulsatilla hulunensis
254749,Corymbula Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,,Senega (DC.) Spach,
254758,Pylostachya Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,,Senega (DC.) Spach,
254795,Anthalogea Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,,Senega (DC.) Spach,
254843,Senegaria Raf.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,Polygala Tourn. ex L.,,Senega (DC.) Spach,
