,taxon_name_w_authors,previous_chain_accepted_name_w_author,202406_taxon_name_w_authors,202406_chained_accepted_name_w_author,202406_chained_accepted_species,202406_direct_accepted_name_w_author,202406_direct_accepted_species,202406_chained_accepted_genus,202406_direct_accepted_genus
399238,Cereus pentagonus var. glaucus C.Morel ex Labour.,Acanthocereus tetragonus (L.) Hummelinck,Acanthocereus tetragonus (L.) Hummelinck,Acanthocereus tetragonus (L.) Hummelinck,Acanthocereus tetragonus,Pilosocereus pentaedrophorus (Labour.) Byles & G.D.Rowley,Pilosocereus pentaedrophorus,Acanthocereus,Pilosocereus
399247,Echinocactus texensis var. treculianus C.F.Först.,Homalocephala texensis (Hopffer) Britton & Rose,Homalocephala texensis (Hopffer) Britton & Rose,Homalocephala texensis (Hopffer) Britton & Rose,Homalocephala texensis,Ferocactus hamatacanthus (Muehlenpf.) Britton & Rose,Ferocactus hamatacanthus,Homalocephala,Ferocactus
399258,Echinofossulocactus helophorus var. longifossulatus Lawr.,Echinocactus platyacanthus Link & Otto,Echinocactus platyacanthus Link & Otto,Echinocactus platyacanthus Link & Otto,Echinocactus platyacanthus,Stenocactus crispatus (DC.) A.Berger,Stenocactus crispatus,Echinocactus,Stenocactus
399381,Carica gossypiifolia f. glabrata Herzog,Carica glandulosa Pav. ex A.DC.,Carica glandulosa Pav. ex A.DC.,Carica glandulosa Pav. ex A.DC.,Carica glandulosa,Vasconcellea glandulosa A.DC.,Vasconcellea glandulosa,Carica,Vasconcellea
400108,Caladium bicolor var. poecile (Schott) Engl.,Caladium bicolor (Aiton) Vent.,Caladium bicolor (Aiton) Vent.,Caladium bicolor (Aiton) Vent.,Caladium bicolor,Xanthosoma poecile (Schott) E.G.Gonç.,Xanthosoma poecile,Caladium,Xanthosoma
400650,Litsea glaucescens var. schaffneri (Bartlett) C.K.Allen,Litsea glaucescens Kunth,Litsea glaucescens Kunth,Litsea glaucescens Kunth,Litsea glaucescens,Licaria triandra (Sw.) Kosterm.,Licaria triandra,Litsea,Licaria
400977,Cissampelos pareira var. orbiculata (L.) Miq.,Cissampelos pareira L.,Cissampelos pareira L.,Cissampelos pareira L.,Cissampelos pareira,Nephroia orbiculata (L.) L.Lian & Wei Wang,Nephroia orbiculata,Cissampelos,Nephroia
400992,Scilla brachyphylla Schult. & Schult.f.,Dipcadi brevifolium (Thunb.) Fourc.,Dipcadi brevifolium (Thunb.) Fourc.,Dipcadi brevifolium (Thunb.) Fourc.,Dipcadi brevifolium,Lachenalia corymbosa (L.) J.C.Manning & Goldblatt,Lachenalia corymbosa,Dipcadi,Lachenalia
401463,Aporetica pinnata (J.R.Forst. & G.Forst.) DC.,Allophylus cobbe (L.) Raeusch.,Allophylus cobbe (L.) Raeusch.,Allophylus cobbe (L.) Raeusch.,Allophylus cobbe,Pometia pinnata J.R.Forst. & G.Forst.,Pometia pinnata,Allophylus,Pometia
401800,Anemone quinquefolia var. bifolia Farw.,Anemone quinquefolia L.,Anemone quinquefolia L.,Anemone quinquefolia L.,Anemone quinquefolia,Anemonoides quinquefolia (L.) Holub,Anemonoides quinquefolia,Anemone,Anemonoides
402350,Corchoropsis crenata var. hupehensis Pamp.,Corchoropsis tomentosa (Thunb.) Makino,Corchoropsis tomentosa (Thunb.) Makino,Corchorus hirsutus L.,Corchorus hirsutus,Corchoropsis crenata var. hupehensis Pamp.,Corchoropsis crenata,Corchorus,Corchoropsis
402543,Thuranthos coromandelianus (Roxb.) Speta,Drimia indica (Roxb.) Jessop,Drimia indica (Roxb.) Jessop,Drimia indica (Roxb.) Jessop,Drimia indica,Dipcadi serotinum var. serotinum ,Dipcadi serotinum,Drimia,Dipcadi
402588,Caladium poecile Schott,Caladium bicolor (Aiton) Vent.,Caladium bicolor (Aiton) Vent.,Caladium bicolor (Aiton) Vent.,Caladium bicolor,Xanthosoma poecile (Schott) E.G.Gonç.,Xanthosoma poecile,Caladium,Xanthosoma
405537,Canangium odoratum var. velutinum Koord. & Valeton,Cananga odorata (Lam.) Hook.f. & Thomson,Cananga odorata (Lam.) Hook.f. & Thomson,Cananga odorata (Lam.) Hook.f. & Thomson,Cananga odorata,Uvaria hirsuta Jack,Uvaria hirsuta,Cananga,Uvaria
406933,Urginea exilis Adamson,"Austronea virens (Schltr.) Mart.-Azorín, M.B.Crespo, M.Pinter & Wetschnig","Austronea virens (Schltr.) Mart.-Azorín, M.B.Crespo, M.Pinter & Wetschnig","Austronea virens (Schltr.) Mart.-Azorín, M.B.Crespo, M.Pinter & Wetschnig",Austronea virens,Drimia dregei (Baker) J.C.Manning & Goldblatt,Drimia dregei,Austronea,Drimia
409096,Roulinia palmeri (S.Watson) S.Watson,Nolina palmeri S.Watson,Nolina palmeri S.Watson,Nolina palmeri S.Watson,Nolina palmeri,Cynanchum racemosum var. unifarium (Scheele) Sundell,Cynanchum racemosum,Nolina,Cynanchum
413479,Calamus pisicarpus Blume,Selaginella vanderystii Bizzarri,Selaginella vanderystii Bizzarri,Selaginella vanderystii Bizzarri,Selaginella vanderystii,Calamus pisicarpus Blume,Calamus pisicarpus,Selaginella,Calamus
415672,Adelosa microphylla Blume,Clerodendrum arenarium Baker,Clerodendrum arenarium Baker,Clerodendrum arenarium Baker,Clerodendrum arenarium,Rotheca microphylla (Blume) Callm. & Phillipson,Rotheca microphylla,Clerodendrum,Rotheca
417176,Cordyline ferrea (L.) Endl.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
417199,Cordyline jacquinii Kunth,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
417765,Dasylirion hartwegianum Kunth,Nolina juncea (Zucc.) J.F.Macbr.,Nolina juncea (Zucc.) J.F.Macbr.,Nolina juncea (Zucc.) J.F.Macbr.,Nolina juncea,Beaucarnea hookeri (Lem.) Baker,Beaucarnea hookeri,Nolina,Beaucarnea
418154,Disporopsis mairei H.Lév.,Polygonatum punctatum Royle ex Kunth,Polygonatum punctatum Royle ex Kunth,Polygonatum punctatum Royle ex Kunth,Polygonatum punctatum,Heteropolygonatum marmoratum (H.Lév.) Floden,Heteropolygonatum marmoratum,Polygonatum,Heteropolygonatum
418303,Dracaena cuprea L.Linden & Rodigas,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
418328,Dracaena ferrea L.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
418333,Dracaena flemingii Baker,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
418347,Dracaena gibsonii Baker,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
418404,Dracaena nobilis Baker,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
418429,Dracaena porteana Baker,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
418436,Dracaena pulcherrima Baker,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
418446,Dracaena regalis Baker,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
418466,Dracaena siamensis Baker,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
418498,Dracaena utilis Baker,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa (L.) A.Chev.,Cordyline fruticosa,Dracaena angustifolia (Medik.) Roxb.,Dracaena angustifolia,Cordyline,Dracaena
419713,Calla virosa Roxb.,Colocasia esculenta (L.) Schott,Colocasia esculenta (L.) Schott,Colocasia esculenta (L.) Schott,Colocasia esculenta,Steudnera virosa (Roxb.) Prain,Steudnera virosa,Colocasia,Steudnera
424298,Pandanus caricosus Kurz,Benstonea kurzii (Merr.) Callm. & Buerki,Benstonea kurzii (Merr.) Callm. & Buerki,Benstonea kurzii (Merr.) Callm. & Buerki,Benstonea kurzii,Pandanus caricosus Kurz,Pandanus caricosus,Benstonea,Pandanus
428435,Lundia hebantha DC.,Lundia virginalis DC.,Lundia virginalis DC.,Lundia virginalis DC.,Lundia virginalis,Tanaecium selloi (Spreng.) L.G.Lohmann,Tanaecium selloi,Lundia,Tanaecium
428571,Mansoa kerere var. incarnata (Aubl.) A.H.Gentry,Bignonia aequinoctialis L.,Bignonia aequinoctialis L.,Bignonia aequinoctialis L.,Bignonia aequinoctialis,Pachyptera incarnata (Aubl.) J.N.C.Franc. & L.G.Lohmann,Pachyptera incarnata,Bignonia,Pachyptera
428776,Pachyptera kerere var. incarnata (Aubl.) A.H.Gentry,Bignonia aequinoctialis L.,Bignonia aequinoctialis L.,Bignonia aequinoctialis L.,Bignonia aequinoctialis,Pachyptera incarnata (Aubl.) J.N.C.Franc. & L.G.Lohmann,Pachyptera incarnata,Bignonia,Pachyptera
430190,Bignonia incarnata Aubl.,Bignonia aequinoctialis L.,Bignonia aequinoctialis L.,Bignonia aequinoctialis L.,Bignonia aequinoctialis,Pachyptera incarnata (Aubl.) J.N.C.Franc. & L.G.Lohmann,Pachyptera incarnata,Bignonia,Pachyptera
430562,Cydista incarnata (Aubl.) Miers,Bignonia aequinoctialis L.,Bignonia aequinoctialis L.,Bignonia aequinoctialis L.,Bignonia aequinoctialis,Pachyptera incarnata (Aubl.) J.N.C.Franc. & L.G.Lohmann,Pachyptera incarnata,Bignonia,Pachyptera
432229,Ixia striata Vahl,Ixia latifolia D.Delaroche,Ixia latifolia D.Delaroche,Ixia latifolia D.Delaroche,Ixia latifolia,Tritonia gladiolaris (Lam.) Goldblatt & J.C.Manning,Tritonia gladiolaris,Ixia,Tritonia
432805,Melasphaerula iridifolia Sweet,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris,Melasphaerula graminea (L.f.) Ker Gawl.,Melasphaerula graminea,Ixia,Melasphaerula
432806,Melasphaerula intermedia Sweet,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris,Melasphaerula graminea (L.f.) Ker Gawl.,Melasphaerula graminea,Ixia,Melasphaerula
432807,Melasphaerula graminea (L.f.) Ker Gawl.,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris,Melasphaerula graminea (L.f.) Ker Gawl.,Melasphaerula graminea,Ixia,Melasphaerula
432864,Neuberia longifolia Eckl.,Gladiolus ecklonii Lehm.,Gladiolus ecklonii Lehm.,Gladiolus ecklonii Lehm.,Gladiolus ecklonii,Watsonia knysnana L.Bolus,Watsonia knysnana,Gladiolus,Watsonia
433129,Phalangium spicatum Burm.f.,Thereianthus spicatus (L.) G.J.Lewis,Thereianthus spicatus (L.) G.J.Lewis,Thereianthus spicatus (L.) G.J.Lewis,Thereianthus spicatus,Micranthus plantagineus Eckl.,Micranthus plantagineus,Thereianthus,Micranthus
433437,Synnotia stenophylla Baker,Babiana lineolata Klatt,Babiana lineolata Klatt,Babiana lineolata Klatt,Babiana lineolata,Sparaxis fragrans (Jacq.) Ker Gawl.,Sparaxis fragrans,Babiana,Sparaxis
434220,Watsonia amoena Pers.,Tritonia flabellifolia var. major (Ker Gawl.) M.P.de Vos,Tritonia flabellifolia var. major (Ker Gawl.) M.P.de Vos,Tritonia flabellifolia (D.Delaroche) G.J.Lewis,Tritonia flabellifolia,Gladiolus brevifolius Jacq.,Gladiolus brevifolius,Tritonia,Gladiolus
434759,Antholyza merianella L.,Watsonia humilis Mill.,Watsonia humilis Mill.,Watsonia humilis Mill.,Watsonia humilis,Gladiolus merianellus (L.) Thunb.,Gladiolus merianellus,Watsonia,Gladiolus
434788,Antholyza watsoniana (Thunb.) Pax,Tritoniopsis antholyza (Poir.) Goldblatt,Tritoniopsis antholyza (Poir.) Goldblatt,Tritoniopsis antholyza (Poir.) Goldblatt,Tritoniopsis antholyza,Gladiolus watsonius Thunb.,Gladiolus watsonius,Tritoniopsis,Gladiolus
435763,Diasia graminifolia DC.,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris,Melasphaerula graminea (L.f.) Ker Gawl.,Melasphaerula graminea,Ixia,Melasphaerula
435764,Diasia intermedia Heynh.,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris,Melasphaerula graminea (L.f.) Ker Gawl.,Melasphaerula graminea,Ixia,Melasphaerula
435765,Diasia iridifolia DC.,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris,Melasphaerula graminea (L.f.) Ker Gawl.,Melasphaerula graminea,Ixia,Melasphaerula
436246,Gladiolus gramineus L.f.,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris subsp. scillaris ,Ixia scillaris,Melasphaerula graminea (L.f.) Ker Gawl.,Melasphaerula graminea,Ixia,Melasphaerula
437776,Caladium bicolor f. poecile (Schott) Engl.,Caladium bicolor (Aiton) Vent.,Caladium bicolor (Aiton) Vent.,Caladium bicolor (Aiton) Vent.,Caladium bicolor,Xanthosoma poecile (Schott) E.G.Gonç.,Xanthosoma poecile,Caladium,Xanthosoma
439142,Dichorisandra albomarginata var. marginata (Schltdl.) C.B.Clarke,Tradescantia zanonia (L.) Sw.,Tradescantia zanonia (L.) Sw.,Tradescantia zanonia (L.) Sw.,Tradescantia zanonia,Dichorisandra procera Mart.,Dichorisandra procera,Tradescantia,Dichorisandra
439588,"Epidendrum atropurpureum var. laciniatum Ames, F.T.Hubb. & C.Schweinf.",Psychilis atropurpurea (Willd.) Sauleda,Psychilis atropurpurea (Willd.) Sauleda,Psychilis atropurpurea (Willd.) Sauleda,Psychilis atropurpurea,Encyclia cordigera (Kunth) Dressler,Encyclia cordigera,Psychilis,Encyclia
439904,Eugenia egensis var. tenuiramis (Miq.) O.Berg,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum (L.) DC.,Syzygium zeylanicum,Eugenia egensis DC.,Eugenia egensis,Syzygium,Eugenia
441129,"Leucojum ionicum Kit Tan, Mullaj, Sfikas & Strid","Acis ionica Bareka, Kamari & Phitos","Acis ionica Bareka, Kamari & Phitos","Acis ionica Bareka, Kamari & Phitos",Acis ionica,"Leucojum ionicum Kit Tan, Mullaj, Sfikas & Strid",Leucojum ionicum,Acis,Leucojum
442654,Psychotria cuspidata var. vulgatior Schltdl.,Psychotria bahiensis DC.,Psychotria bahiensis DC.,Psychotria bahiensis DC.,Psychotria bahiensis,Palicourea hoffmannseggiana (Willd. ex Schult.) Borhidi,Palicourea hoffmannseggiana,Psychotria,Palicourea
443342,Specklinia minutissima (Luer) Luer,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Anathallis barbulata (Lindl.) Pridgeon & M.W.Chase,Anathallis barbulata,Specklinia minutissima (Luer) Luer,Specklinia minutissima,Anathallis,Specklinia
443856,Tradescantia elongata var. triandra (Kunth) C.B.Clarke,Callisia serrulata (Vahl) Christenh. & Byng,Callisia serrulata (Vahl) Christenh. & Byng,Tripogandra serrulata (Vahl) Handlos,Tripogandra serrulata,Callisia ciliata Kunth,Callisia ciliata,Tripogandra,Callisia
444156,Zoellnerallium serenense (Ravenna) Crosa,Nothoscordum serenense Ravenna,Nothoscordum serenense Ravenna,Nothoscordum serenense Ravenna,Nothoscordum serenense,Latace serenense (Ravenna) Sassone,Latace serenense,Nothoscordum,Latace
448422,Echites torosus Llanos,Urceola laevigata (Juss.) D.J.Middleton & Livsh.,Urceola laevigata (Juss.) D.J.Middleton & Livsh.,Urceola laevigata (Juss.) D.J.Middleton & Livsh.,Urceola laevigata,Mandevilla torosa (Jacq.) Woodson,Mandevilla torosa,Urceola,Mandevilla
450848,Potamogeton angustifolius f. longipedunculatus (Tiselius) A.A.Bobrov & Chemeris,Stuckenia pectinata (L.) Börner,Stuckenia pectinata (L.) Börner,Stuckenia pectinata (L.) Börner,Stuckenia pectinata,Potamogeton × angustifolius J.Presl,Potamogeton angustifolius,Stuckenia,Potamogeton
452658,Anacamptis pyramidalis subsp. durandii (Bréb.) K.Richt.,Anacamptis pyramidalis (L.) Rich.,Anacamptis pyramidalis (L.) Rich.,Anacamptis pyramidalis (L.) Rich.,Anacamptis pyramidalis,× Neotinacamptis × durandii (Bréb.) B.Bock,Neotinacamptis durandii,Anacamptis,Neotinacamptis
454918,Lobelia lanceolata Hook. & Arn.,Lobelia laxiflora Kunth,Lobelia laxiflora Kunth,Lobelia laxiflora Kunth,Lobelia laxiflora,"Cyanea lanceolata (Gaudich.) Lammers, Givnish & Sytsma",Cyanea lanceolata,Lobelia,Cyanea
455597,Ligustrum hookeri Decne.,Olea capensis L.,Olea capensis L.,Olea capensis L.,Olea capensis,Ligustrum lucidum W.T.Aiton,Ligustrum lucidum,Olea,Ligustrum
456503,Ligustrum nepalense var. glabrum Hook.,Olea capensis L.,Olea capensis L.,Olea capensis L.,Olea capensis,Ligustrum lucidum W.T.Aiton,Ligustrum lucidum,Olea,Ligustrum
459171,Lobelia micrantha Hook.,Lobelia heyneana Schult.,Lobelia heyneana Schult.,Lobelia heyneana Schult.,Lobelia heyneana,Scaevola micrantha C.Presl,Scaevola micrantha,Lobelia,Scaevola
459360,Lobelia micrantha (E.Mey.) Heynh.,"Wimmerella pygmaea (Thunb.) Serra, M.B.Crespo & Lammers","Wimmerella pygmaea (Thunb.) Serra, M.B.Crespo & Lammers","Wimmerella pygmaea (Thunb.) Serra, M.B.Crespo & Lammers",Wimmerella pygmaea,Scaevola micrantha C.Presl,Scaevola micrantha,Wimmerella,Scaevola
461301,Cattleyopsis guanensis Acuña,Cattleya warscewiczii Rchb.f.,Cattleya warscewiczii Rchb.f.,Cattleya warscewiczii Rchb.f.,Cattleya warscewiczii,Broughtonia lindenii (Lindl.) Dressler,Broughtonia lindenii,Cattleya,Broughtonia
462902,Cephaelis crebrinervia Standl.,Palicourea berteroana (DC.) Borhidi,Palicourea berteroana (DC.) Borhidi,Palicourea berteroana (DC.) Borhidi,Palicourea berteroana,Carapichea crebrinervia (Standl.) C.M.Taylor,Carapichea crebrinervia,Palicourea,Carapichea
464167,Campanula polymorpha (Witasek) Prain,Campanula tatrae Borbás,Campanula tatrae Borbás,Campanula tatrae Borbás,Campanula tatrae,Wahlenbergia gracilis (G.Forst.) A.DC.,Wahlenbergia gracilis,Campanula,Wahlenbergia
465069,Campanula willdenowiana (Boiss.) Boiss.,Asyneuma limonifolium subsp. pestalozzae (Boiss.) Damboldt,Asyneuma limonifolium subsp. pestalozzae (Boiss.) Damboldt,Asyneuma limonifolium subsp. pestalozzae (Boiss.) Damboldt,Asyneuma limonifolium,Campanula versicolor Andrews,Campanula versicolor,Asyneuma,Campanula
466855,Faulia verrucosa Raf.,Olea capensis L.,Olea capensis L.,Olea capensis L.,Olea capensis,Ligustrum lucidum W.T.Aiton,Ligustrum lucidum,Olea,Ligustrum
472653,Gymnadenia odoratissima var. heteroglossa Rchb.f.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,× Chamodenia heteroglossa (Rchb.f.) Peitz,Chamodenia heteroglossa,Gymnadenia,Chamodenia
473829,Achnatherum petriei (Buchanan) S.W.L.Jacobs & J.Everett,Austrostipa setacea (R.Br.) S.W.L.Jacobs & J.Everett,Austrostipa setacea (R.Br.) S.W.L.Jacobs & J.Everett,Austrostipa setacea (R.Br.) S.W.L.Jacobs & J.Everett,Austrostipa setacea,Stipa petriei Buchanan,Stipa petriei,Austrostipa,Stipa
474766,Agropyron littorale Dumort.,Thinopyrum acutum (DC.) Banfi,Thinopyrum acutum (DC.) Banfi,Thinopyrum acutum (DC.) Banfi,Thinopyrum acutum,Elymus athericus (Link) Kerguélen,Elymus athericus,Thinopyrum,Elymus
474791,Agropyron mucronatum Opiz,Thinopyrum intermedium subsp. intermedium ,Thinopyrum intermedium subsp. intermedium ,Thinopyrum intermedium subsp. intermedium ,Thinopyrum intermedium,Thinoelymus mucronatus (Opiz) Banfi,Thinoelymus mucronatus,Thinopyrum,Thinoelymus
474863,Agropyron pungens var. setigerum Dumort.,Thinopyrum acutum (DC.) Banfi,Thinopyrum acutum (DC.) Banfi,Thinopyrum acutum (DC.) Banfi,Thinopyrum acutum,Elymus athericus (Link) Kerguélen,Elymus athericus,Thinopyrum,Elymus
474925,Agropyron scabrum (R.Br.) P.Beauv.,Elymus scabrus (R.Br.) Á.Löve,Elymus scabrus (R.Br.) Á.Löve,Elymus scabrus (R.Br.) Á.Löve,Elymus scabrus,Anthosachne scabra (R.Br.) Nevski,Anthosachne scabra,Elymus,Anthosachne
475479,Agrostis frondosa Ten. ex Spreng.,Agrostis castellana Boiss. & Reut.,Agrostis castellana Boiss. & Reut.,Agrostis castellana Boiss. & Reut.,Agrostis castellana,Polypogon viridis (Gouan) Breistr.,Polypogon viridis,Agrostis,Polypogon
475834,Agrostis pauciflora Schrad.,Agrostis stolonifera L.,Agrostis stolonifera L.,Agrostis stolonifera L.,Agrostis stolonifera,Muhlenbergia schreberi J.F.Gmel.,Muhlenbergia schreberi,Agrostis,Muhlenbergia
475916,Agrostis purpurascens Bertero ex Steud.,Steinchisma laxum (Sw.) Zuloaga,Steinchisma laxum (Sw.) Zuloaga,Steinchisma laxum (Sw.) Zuloaga,Steinchisma laxum,Coleataenia rigidula (Bosc ex Nees) LeBlond,Coleataenia rigidula,Steinchisma,Coleataenia
475961,Agrostis robinsonii Druce,Agrostis stolonifera L.,Agrostis stolonifera L.,Agrostis stolonifera L.,Agrostis stolonifera,Agropogon × robinsonii (Druce) Melderis & D.C.McClint.,Agropogon robinsonii,Agrostis,Agropogon
476400,Aira brevifolia Pursh,Puccinellia rupestris (With.) Fernald & Weath.,Puccinellia rupestris (With.) Fernald & Weath.,Puccinellia rupestris (With.) Fernald & Weath.,Puccinellia rupestris,Poa secunda subsp. secunda ,Poa secunda,Puccinellia,Poa
476453,Aira corsica Tausch,Deschampsia media (Gouan) Roem. & Schult.,Deschampsia media (Gouan) Roem. & Schult.,Deschampsia media (Gouan) Roem. & Schult.,Deschampsia media,Avenella flexuosa subsp. corsica (Tausch) Holub,Avenella flexuosa,Deschampsia,Avenella
476540,Aira missurica Spreng. ex B.D.Jacks.,Puccinellia rupestris (With.) Fernald & Weath.,Puccinellia rupestris (With.) Fernald & Weath.,Puccinellia rupestris (With.) Fernald & Weath.,Puccinellia rupestris,Poa secunda subsp. secunda ,Poa secunda,Puccinellia,Poa
