taxon_name_w_authors,v10_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species
Panicum proliferum var. chloroticum (Nees ex Trin.) Hack.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum,Panicum dichotomiflorum subsp. dichotomiflorum,Panicum dichotomiflorum
Panicum proliferum var. pilosum Griseb.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum,Panicum dichotomiflorum subsp. bartowense (Scribn. & Merr.) Freckmann & Lelong,Panicum dichotomiflorum
Panicum proliferum var. richardii Döll,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum,Panicum dichotomiflorum subsp. dichotomiflorum,Panicum dichotomiflorum
Panicum proliferum var. strictum Griseb.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum,Panicum aquaticum var. aquaticum,Panicum aquaticum
Panicum proliferum var. xanthochlorum Hack. ex Bertoni,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum,Panicum dichotomiflorum subsp. dichotomiflorum,Panicum dichotomiflorum
Panicum proliferum var. geniculatum Alph.Wood,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum,Panicum dichotomiflorum subsp. dichotomiflorum,Panicum dichotomiflorum
Panicum retrofractum Delile ex Desv.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum,Panicum dichotomiflorum subsp. dichotomiflorum,Panicum dichotomiflorum
Panicum dichotomiflorum var. chloroticum (Nees ex Trin.) B.Bock,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum Michx.,Panicum dichotomiflorum,Panicum dichotomiflorum subsp. dichotomiflorum,Panicum dichotomiflorum
Panicum diffusum var. subcontractum Döll,Panicum diffusum Sw.,Panicum diffusum Sw.,Panicum diffusum Sw.,Panicum diffusum,Panicum exiguum Mez,Panicum exiguum
Panicum junceum var. strictum Döll,Panicum glabripes Döll,Panicum glabripes Döll,Panicum glabripes Döll,Panicum glabripes,Panicum tricholaenoides var. tricholaenoides,Panicum tricholaenoides
Panicum filipes Scribn.,Panicum hallii Vasey,Panicum hallii Vasey,Panicum hallii Vasey,Panicum hallii,Panicum hallii subsp. filipes (Scribn.) Freckmann & Lelong,Panicum hallii
Panicum virletii E.Fourn.,Panicum hallii Vasey,Panicum hallii Vasey,Panicum hallii Vasey,Panicum hallii,Panicum hallii subsp. hallii,Panicum hallii
Panicum bambusoides Speg. ex Arechav.,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides,Panicum tricholaenoides var. tricholaenoides,Panicum tricholaenoides
Panicum flavomarginatum Mez,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides,Panicum tricholaenoides var. flavomarginatum (Mez) Zuloaga,Panicum tricholaenoides
Panicum junceum var. subnutans Döll,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides,Panicum tricholaenoides var. tricholaenoides,Panicum tricholaenoides
Panicum junceum Nees,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides,Panicum tricholaenoides var. tricholaenoides,Panicum tricholaenoides
Panicum tricholaenoides var. flavomarginatum (Mez) Zuloaga,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides,Panicum tricholaenoides var. flavomarginatum (Mez) Zuloaga,Panicum tricholaenoides
Panicum sempervirens Kuntze,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides,Panicum tricholaenoides var. tricholaenoides,Panicum tricholaenoides
Panicum pilgeri Herter,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides Steud.,Panicum tricholaenoides,Panicum tricholaenoides var. tricholaenoides,Panicum tricholaenoides
"Paspalum dilatatum subsp. flavescens Roseng., B.R.Arrill. & Izag.",Paspalum dilatatum Poir.,Paspalum dilatatum Poir.,Paspalum dilatatum Poir.,Paspalum dilatatum,"Paspalum flavescens (Roseng., B.R.Arrill. & Izag.) P.R.Speranza & G.H.Rua",Paspalum flavescens
Paspalum galapageium var. minoratum Chase,Paspalum galapageium Chase,Paspalum galapageium Chase,Paspalum galapageium Chase,Paspalum galapageium,Paspalum galapageium var. minoratum Chase,Paspalum galapageium
Paspalum canescens Andersson,Paspalum galapageium Chase,Paspalum galapageium Chase,Paspalum galapageium Chase,Paspalum galapageium,Paspalum galapageium var. galapageium,Paspalum galapageium
Phalaroides arundinacea subsp. rotgesii (Husn.) Valdés & H.Scholz,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea,Phalaris rotgesii (Husn.) Litard.,Phalaris rotgesii
Phalaris arundinacea proles rotgesii (Husn.) Rouy,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea,Phalaris rotgesii (Husn.) Litard.,Phalaris rotgesii
Typhoides arundinacea subsp. rotgesii (Husn.) Gamisans,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea,Phalaris rotgesii (Husn.) Litard.,Phalaris rotgesii
Phalaroides rotgesii (Husn.) Holub,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea,Phalaris rotgesii (Husn.) Litard.,Phalaris rotgesii
Baldingera arundinacea var. rotgesii Husn.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea,Phalaris rotgesii (Husn.) Litard.,Phalaris rotgesii
Phalaris rotgesii (Husn.) Litard.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea,Phalaris rotgesii (Husn.) Litard.,Phalaris rotgesii
Phalaris arundinacea var. rotgesii (Husn.) Litard.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea,Phalaris rotgesii (Husn.) Litard.,Phalaris rotgesii
Phalaris arundinacea subsp. rotgesii (Husn.) Kerguélen,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea L.,Phalaris arundinacea,Phalaris rotgesii (Husn.) Litard.,Phalaris rotgesii
Phleum alpinum var. ambiguum Beck,Phleum alpinum L.,Phleum alpinum L.,Phleum alpinum L.,Phleum alpinum,Phleum rhaeticum (Humphries) Rauschert,Phleum rhaeticum
Phleum alpinum subsp. rhaeticum Humphries,Phleum alpinum L.,Phleum alpinum L.,Phleum alpinum L.,Phleum alpinum,Phleum rhaeticum (Humphries) Rauschert,Phleum rhaeticum
Phragmites communis var. innubus Iverus,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis,Phragmites australis subsp. australis,Phragmites australis
Arundo phragmites var. tenella Nolte,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis,Phragmites australis subsp. australis,Phragmites australis
Phragmites communis f. stolonifera (G.Mey.) Holmb.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis,Phragmites australis subsp. australis,Phragmites australis
Phragmites communis f. subuniflora (DC.) Holmb.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis,Phragmites australis subsp. australis,Phragmites australis
Phragmites communis f. coarctata Raunk.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis,Phragmites australis subsp. australis,Phragmites australis
Phalaris communis var. rubriculmis Wikstr.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis (Cav.) Trin. ex Steud.,Phragmites australis,Phragmites australis subsp. australis,Phragmites australis
Poa aucklandica subsp. rakiura Edgar,Poa aucklandica Petrie,Poa aucklandica Petrie,Poa aucklandica Petrie,Poa aucklandica,Poa aucklandica subsp. rakiura Edgar,Poa aucklandica
Poa campbellensis Petrie,Poa aucklandica Petrie,Poa aucklandica Petrie,Poa aucklandica Petrie,Poa aucklandica,Poa aucklandica subsp. campbellensis (Petrie) Edgar,Poa aucklandica
Poa hachadoensis var. pilosa Nicora,Poa hachadoensis Nicora,Poa hachadoensis Nicora,Poa hachadoensis Nicora,Poa hachadoensis,"Poa marticorenae Soreng, Giussani & Finot",Poa marticorenae
Poa athroostachya Oett.,Poa humilis Ehrh. ex Hoffm.,Poa humilis Ehrh. ex Hoffm.,Poa humilis Ehrh. ex Hoffm.,Poa humilis,Poa pratensis subsp. pratensis,Poa pratensis
Poa pratensis var. minor Wahlenb.,Poa humilis Ehrh. ex Hoffm.,Poa humilis Ehrh. ex Hoffm.,Poa humilis Ehrh. ex Hoffm.,Poa humilis,Poa pratensis subsp. pratensis,Poa pratensis
Poa pratensis f. athroostachya (Oett.) Lindm.,Poa pratensis L.,Poa pratensis L.,Poa pratensis L.,Poa pratensis,Poa pratensis subsp. pratensis,Poa pratensis
Poa pratensis f. elata Lindm.,Poa pratensis L.,Poa pratensis L.,Poa pratensis L.,Poa pratensis,Poa pratensis subsp. pratensis,Poa pratensis
Poa pratensis var. smaragdina Lindm.,Poa pratensis L.,Poa pratensis L.,Poa pratensis L.,Poa pratensis,Poa pratensis subsp. pratensis,Poa pratensis
Poa pratensis subsp. uberrima Lindm.,Poa pratensis L.,Poa pratensis L.,Poa pratensis L.,Poa pratensis,Poa pratensis subsp. pratensis,Poa pratensis
Poa pratensis var. albescens Lange,Poa pratensis L.,Poa pratensis L.,Poa pratensis L.,Poa pratensis,Poa pratensis subsp. pratensis,Poa pratensis
"Chascolytrum juergensii var. angustilemma Essi, Souza-Chies & Longhi-Wagner",Poidium juergensii (Hack.) Matthei,Poidium juergensii (Hack.) Matthei,Poidium juergensii (Hack.) Matthei,Poidium juergensii,"Poidium juergensii var. angustilemma (Essi, Souza-Chies & Longhi-Wagner) L.N.Silva",Poidium juergensii
Stipa tibetica Mez,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis mongholica,Ptilagrostis tibetica (Mez) Tzvelev,Ptilagrostis tibetica
Ptilagrostis tibetica (Mez) Tzvelev,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis mongholica (Turcz. ex Trin.) Griseb.,Ptilagrostis mongholica,Ptilagrostis tibetica (Mez) Tzvelev,Ptilagrostis tibetica
Trisetum fuscescens Pomel,Rostraria pumila (Lam.) Tzvelev,Rostraria pumila (Lam.) Tzvelev,Aegialina pumila (Lam.) Quintanar & Barberá,Aegialina pumila,Aegialina pumila subsp. fuscescens (Pomel) Quintanar & Barberá,Aegialina pumila
Koeleria advena Stapf ex James Fraser,Rostraria pumila (Lam.) Tzvelev,Rostraria pumila (Lam.) Tzvelev,Aegialina pumila (Lam.) Quintanar & Barberá,Aegialina pumila,Aegialina pumila subsp. pumila,Aegialina pumila
Koeleria canariensis Domin,Rostraria pumila (Lam.) Tzvelev,Rostraria pumila (Lam.) Tzvelev,Aegialina pumila (Lam.) Quintanar & Barberá,Aegialina pumila,Aegialina pumila subsp. pumila,Aegialina pumila
Lophochloa pumila var. glabrescens Täckh.,Rostraria pumila (Lam.) Tzvelev,Rostraria pumila (Lam.) Tzvelev,Aegialina pumila (Lam.) Quintanar & Barberá,Aegialina pumila,Aegialina pumila subsp. pumila,Aegialina pumila
Koeleria bornmuelleri Domin,Rostraria pumila (Lam.) Tzvelev,Rostraria pumila (Lam.) Tzvelev,Aegialina pumila (Lam.) Quintanar & Barberá,Aegialina pumila,Aegialina pumila subsp. pumila,Aegialina pumila
Koeleria sinaica Boiss.,Rostraria pumila (Lam.) Tzvelev,Rostraria pumila (Lam.) Tzvelev,Aegialina pumila (Lam.) Quintanar & Barberá,Aegialina pumila,Aegialina pumila subsp. pumila,Aegialina pumila
Trisetum balearicum Gand.,Rostraria pumila (Lam.) Tzvelev,Rostraria pumila (Lam.) Tzvelev,Aegialina pumila (Lam.) Quintanar & Barberá,Aegialina pumila,Avellinia festucoides (Link) Valdés & H.Scholz,Avellinia festucoides
Rostraria salzmannii subsp. maroccana (Domin) H.Scholz,Rostraria salzmannii (Boiss.) Holub,Rostraria salzmannii (Boiss.) Holub,Aegialina salzmannii (Boiss.) Quintanar & Barberá,Aegialina salzmannii,Aegialina salzmannii subsp. cossoniana (Domin) Quintana & Barberá,Aegialina salzmannii
Koeleria pubescens var. pampaninii Domin,Rostraria salzmannii (Boiss.) Holub,Rostraria salzmannii (Boiss.) Holub,Aegialina salzmannii (Boiss.) Quintanar & Barberá,Aegialina salzmannii,Aegialina salzmannii subsp. salzmannii,Aegialina salzmannii
Koeleria phleoides var. valdepilosa Domin,Rostraria salzmannii (Boiss.) Holub,Rostraria salzmannii (Boiss.) Holub,Aegialina salzmannii (Boiss.) Quintanar & Barberá,Aegialina salzmannii,Aegialina salzmannii subsp. salzmannii,Aegialina salzmannii
Andropogon scoparius var. divergens Hack.,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium,Schizachyrium divergens (Hack.) Wipff,Schizachyrium divergens
Andropogon scoparius var. ducis Fernald & Griscom,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium,Schizachyrium littorale (Nash) E.P.Bicknell,Schizachyrium littorale
Andropogon scoparius var. littoralis (Nash) Hitchc.,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium,Schizachyrium littorale (Nash) E.P.Bicknell,Schizachyrium littorale
Andropogon scoparius var. virilis Shinners,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium,Schizachyrium divergens (Hack.) Wipff,Schizachyrium divergens
Andropogon littoralis Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium,Schizachyrium littorale (Nash) E.P.Bicknell,Schizachyrium littorale
Schizachyrium scoparium subsp. littorale (Nash) Gandhi & Smeins,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium,Schizachyrium littorale (Nash) E.P.Bicknell,Schizachyrium littorale
Schizachyrium scoparium var. littorale (Nash) Gould,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium,Schizachyrium littorale (Nash) E.P.Bicknell,Schizachyrium littorale
Schizachyrium littorale (Nash) E.P.Bicknell,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium (Michx.) Nash,Schizachyrium scoparium,Schizachyrium littorale (Nash) E.P.Bicknell,Schizachyrium littorale
Lasiagrostis tremula Rupr.,Stipa purpurea Griseb.,Stipa purpurea Griseb.,Stipa purpurea Griseb.,Stipa purpurea,Stipa tremula (Rupr.) M.Nobis,Stipa tremula
Stipa purpurea var. arenosa Tzvelev,Stipa purpurea Griseb.,Stipa purpurea Griseb.,Stipa purpurea Griseb.,Stipa purpurea,"Stipa arenosa (Tzvelev) M.Nobis, P.D.Gudkova, Krzempek & Klichowska",Stipa arenosa
Stipa semenowii (Krasn.) Krasn.,Stipa purpurea Griseb.,Stipa purpurea Griseb.,Stipa purpurea Griseb.,Stipa purpurea,Stipa tremula (Rupr.) M.Nobis,Stipa tremula
Stipa pilgeriana K.S.Hao,Stipa purpurea Griseb.,Stipa purpurea Griseb.,Stipa purpurea Griseb.,Stipa purpurea,Stipa tremula (Rupr.) M.Nobis,Stipa tremula
Ptilagrostis semenowii Krasn.,Stipa purpurea Griseb.,Stipa purpurea Griseb.,Stipa purpurea Griseb.,Stipa purpurea,Stipa tremula (Rupr.) M.Nobis,Stipa tremula
Trisetaria lapalmae H.Scholz,Trisetaria loeflingiana (L.) Paunero,Trisetaria loeflingiana (L.) Paunero,Trisetaria loeflingiana (L.) Paunero,Trisetaria loeflingiana,Aegialina lapalmae (H.Scholz) Quintanar & Barberá,Aegialina lapalmae
Vulpia incrassata var. submutica Trotter,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. stipoides,Vulpiella stipoides
Vulpiella incrassata var. tenuis (Tineo) Andr.,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. tenuis (Tineo) H.Scholz,Vulpiella stipoides
Vulpia incrassata var. multiflora Trotter,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. stipoides,Vulpiella stipoides
Festuca letourneuxii Asch. ex E.A.Durand & Barratte,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. letourneuxii (Asch. ex E.A.Durand & Barratte) H.Scholz,Vulpiella stipoides
Vulpiella stipoides subsp. letourneuxii (Asch. ex E.A.Durand & Barratte) H.Scholz,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. letourneuxii (Asch. ex E.A.Durand & Barratte) H.Scholz,Vulpiella stipoides
Loretia tenuis (Tineo) Hack. ex Willk.,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. tenuis (Tineo) H.Scholz,Vulpiella stipoides
Vulpiella stipoides subsp. tenuis (Tineo) H.Scholz,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. tenuis (Tineo) H.Scholz,Vulpiella stipoides
Festuca incrassata L.,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. stipoides,Vulpiella stipoides
Vulpiella stipoides var. tenuis (Tineo) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. tenuis (Tineo) H.Scholz,Vulpiella stipoides
Festuca geniculata var. tenuis (Tineo) Knoche,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. tenuis (Tineo) H.Scholz,Vulpiella stipoides
Vulpiella tenuis (Tineo) Kerguélen,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. tenuis (Tineo) H.Scholz,Vulpiella stipoides
Festuca incrassata Salzm. ex Loisel.,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. stipoides,Vulpiella stipoides
Vulpia tenuis (Tineo) Parl.,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. tenuis (Tineo) H.Scholz,Vulpiella stipoides
Vulpia incrassata Parl.,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. stipoides,Vulpiella stipoides
Festuca simplex Hornem. ex Steud.,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. stipoides,Vulpiella stipoides
Vulpia incrassata var. letourneuxii (Asch. ex E.A.Durand & Barratte) Pamp.,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. letourneuxii (Asch. ex E.A.Durand & Barratte) H.Scholz,Vulpiella stipoides
Festuca tenuis (Tineo) Nyman,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides (L.) Maire,Vulpiella stipoides,Vulpiella stipoides subsp. tenuis (Tineo) H.Scholz,Vulpiella stipoides
